Average number of transmissions per message for varying p

| p     | Avg Transmissions/Message |
|------|----------------------------|
| 0.05 |            1.34           
| 0.10 |            1.47             
| 0.15 |            1.79    
| 0.20 |            1.88    
| 0.25 |            6.22
| 0.30 |            5.59
| 0.35 |            8.10
| 0.40 |            8.42
| 0.45 |            8.44
| 0.50 |            13.60
